id,cv_id,jd_id,cv_text,jd_text,label,job_category
897,CV_0897,JD_368,"Junior Machine Learning Engineer with 6+ years of experience. Proficient in Git, Python, System Design, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 2+ years experience in Agile, Data Structures, Java. Bachelor's degree required.",1,Machine Learning Engineer
423,CV_0423,JD_210,"Mid-level Project Manager with 5+ years of experience. Proficient in Java, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Project Manager. Requirements: 2+ years experience in Java, Agile, System Design, Algorithms, Python. Bachelor's degree required.",1,Project Manager
349,CV_0349,JD_236,"Junior Frontend Developer with 5+ years of experience. Proficient in Vue.js, TypeScript, Angular, JavaScript. Strong problem-solving and communication skills.","We are hiring Junior Frontend Developer. Requirements: 6+ years experience in JavaScript, HTML5, Vue.js. Bachelor's degree required.",1,Frontend Developer
991,CV_0991,JD_450,"Junior Fullstack Developer with 9+ years of experience. Proficient in Agile, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 2+ years experience in Agile, Git, Java, System Design, Data Structures. Bachelor's degree required.",0,Fullstack Developer
397,CV_0397,JD_098,"Senior Machine Learning Engineer with 7+ years of experience. Proficient in Agile, Git, Data Structures, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 5+ years experience in Data Structures, Java, Agile. Bachelor's degree required.",1,Machine Learning Engineer
1388,CV_1388,JD_089,"Junior Security Engineer with 8+ years of experience. Proficient in Python, System Design, Agile. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 6+ years experience in Algorithms, System Design, Java, Data Structures. Bachelor's degree required.",1,Security Engineer
1841,CV_1841,JD_110,"Junior Mobile Developer with 5+ years of experience. Proficient in Git, System Design, Java, Python. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 3+ years experience in Python, Git, Agile, System Design, Java. Bachelor's degree required.",1,Mobile Developer
1847,CV_1847,JD_029,"Junior Backend Developer with 2+ years of experience. Proficient in REST APIs, Spring Boot, Microservices. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 6+ years experience in Spring Boot, Node.js, Microservices, Django, Java. Bachelor's degree required.",1,Backend Developer
1006,CV_1006,JD_004,"Senior UI/UX Designer with 7+ years of experience. Proficient in Algorithms, Git, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 4+ years experience in Agile, System Design, Java. Bachelor's degree required.",1,UI/UX Designer
1598,CV_1598,JD_189,"Junior Data Analyst with 2+ years of experience. Proficient in Power BI, Python, Data Visualization. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 6+ years experience in Tableau, Statistics, Excel, Python. Bachelor's degree required.",1,Data Analyst
495,CV_0495,JD_307,"Junior Data Analyst with 4+ years of experience. Proficient in Python, Power BI, SQL, Tableau. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 7+ years experience in Python, Git, Data Structures, System Design. Bachelor's degree required.",0,Data Analyst
925,CV_0925,JD_400,"Senior UI/UX Designer with 7+ years of experience. Proficient in Python, Git, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 6+ years experience in Data Structures, Git, Python. Bachelor's degree required.",0,UI/UX Designer
1652,CV_1652,JD_087,"Mid-level System Administrator with 5+ years of experience. Proficient in Git, Agile, Algorithms, System Design, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Software Engineer. Requirements: 7+ years experience in Python, Data Structures, Git. Bachelor's degree required.",0,System Administrator
174,CV_0174,JD_144,"Senior DevOps Engineer with 4+ years of experience. Proficient in Docker, Linux, AWS. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 5+ years experience in Data Structures, Agile, System Design, Git, Java. Bachelor's degree required.",0,DevOps Engineer
1160,CV_1160,JD_255,"Junior Security Engineer with 3+ years of experience. Proficient in Git, System Design, Agile, Python. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 4+ years experience in Agile, System Design, Java, Data Structures, Git. Bachelor's degree required.",1,Security Engineer
2041,CV_2041,JD_488,"Junior Project Manager with 6+ years of experience. Proficient in Algorithms, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Project Manager. Requirements: 6+ years experience in Python, Java, Agile, Data Structures, System Design. Bachelor's degree required.",1,Project Manager
1695,CV_1695,JD_349,"Mid-level DevOps Engineer with 3+ years of experience. Proficient in Kubernetes, Terraform, Git, Linux. Strong problem-solving and communication skills.","We are hiring Mid-level DevOps Engineer. Requirements: 5+ years experience in AWS, CI/CD, Git, Terraform, Kubernetes. Bachelor's degree required.",1,DevOps Engineer
437,CV_0437,JD_331,"Senior Product Manager with 7+ years of experience. Proficient in User Research, Analytics, Roadmapping. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 6+ years experience in Analytics, Agile, Scrum, JIRA. Bachelor's degree required.",1,Product Manager
1635,CV_1635,JD_431,"Senior Data Analyst with 5+ years of experience. Proficient in Statistics, Python, Data Visualization, Tableau. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 4+ years experience in SQL, Tableau, Python, Excel. Bachelor's degree required.",1,Data Analyst
2056,CV_2056,JD_198,"Mid-level System Administrator with 4+ years of experience. Proficient in Python, Git, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level System Administrator. Requirements: 3+ years experience in Git, Algorithms, Java, Python. Bachelor's degree required.",1,System Administrator
218,CV_0218,JD_303,"Mid-level QA Engineer with 5+ years of experience. Proficient in Java, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 6+ years experience in Algorithms, Java, Git. Bachelor's degree required.",0,QA Engineer
2406,CV_2406,JD_255,"Junior Database Administrator with 7+ years of experience. Proficient in Java, Algorithms, System Design, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 6+ years experience in Java, Data Structures, Python, Git. Bachelor's degree required.",1,Database Administrator
1941,CV_1941,JD_139,"Junior Software Engineer with 2+ years of experience. Proficient in Agile, Python, System Design, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 6+ years experience in Git, Python, Agile. Bachelor's degree required.",1,Software Engineer
131,CV_0131,JD_216,"Mid-level Software Engineer with 5+ years of experience. Proficient in Java, Git, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Software Engineer. Requirements: 6+ years experience in System Design, Python, Algorithms. Bachelor's degree required.",1,Software Engineer
673,CV_0673,JD_147,"Junior Cloud Architect with 8+ years of experience. Proficient in Data Structures, System Design, Java, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Junior Cloud Architect. Requirements: 7+ years experience in Java, Python, Algorithms, Data Structures, Agile. Bachelor's degree required.",1,Cloud Architect
346,CV_0346,JD_106,"Mid-level Software Engineer with 6+ years of experience. Proficient in Python, Agile, Git. Strong problem-solving and communication skills.","We are hiring Mid-level Software Engineer. Requirements: 4+ years experience in Algorithms, Git, System Design, Agile. Bachelor's degree required.",1,Software Engineer
2269,CV_2269,JD_480,"Senior Backend Developer with 4+ years of experience. Proficient in Microservices, Java, SQL, Spring Boot, Python. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 5+ years experience in SQL, Java, Django, Spring Boot. Bachelor's degree required.",1,Backend Developer
868,CV_0868,JD_287,"Senior Network Engineer with 4+ years of experience. Proficient in Python, Java, Agile. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 5+ years experience in System Design, Python, Agile, Data Structures. Bachelor's degree required.",1,Network Engineer
2315,CV_2315,JD_107,"Junior Machine Learning Engineer with 6+ years of experience. Proficient in Python, System Design, Git, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 6+ years experience in Data Structures, Algorithms, Git. Bachelor's degree required.",0,Machine Learning Engineer
1749,CV_1749,JD_048,"Mid-level Data Engineer with 4+ years of experience. Proficient in Git, Python, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Data Engineer. Requirements: 2+ years experience in Java, Python, Data Structures, System Design, Agile. Bachelor's degree required.",1,Data Engineer
1960,CV_1960,JD_293,"Mid-level Network Engineer with 5+ years of experience. Proficient in Git, Algorithms, Data Structures, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 3+ years experience in System Design, Data Structures, Python. Bachelor's degree required.",1,Network Engineer
